Scenario;Year;Farm;Parcel;Crop;Yield (ton/ha);Area (ha);Revenue (€/ha);Variable cost (€/ha);Energy (MjKgDM/ha);Protein (kg N/ha);PDIN (kg N/ha);Protein (N/ton/ha);Nitrogen (kg/ha);Phosphorus (kg/ha);Potassium (kg/ha);Dose of active ingredient(L/ha)
Complementarity scenario;2011;LF1;3031_00;Fodder;4.95;4.15;342.441;62.85;94.337694;2465.1;522.225;594;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2011;LF1;3031_00;sMaize;16.46;4.15;2087.04425878;351.96;304.50999183584;5737.956;855.92;1382.64;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2011;LF1;3032_00;Hay;5;4.67;467.107823475;62.85;90.4190711733334;1868;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;3034_00;Hay;5;0.8;467.107823475;62.85;90.4190711733333;320;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;3037_00;Hay;5;3.65;467.107823475;62.85;90.4190711733333;1460;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;3039_00;Hay;5;1.42;467.107823475;62.85;90.4190711733334;568;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;3040_00;Hay;5;0.67;582.407823475;62.85;90.4190711733333;268;395;400;0;0;0;NA
Complementarity scenario;2011;LF1;3041_00;Fodder;4.95;5.23;342.441;62.85;94.337694;3106.62;522.225;594;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2011;LF1;3041_00;sMaize;16.46;5.23;2087.04425878;351.96;304.50999183584;7231.2072;855.92;1382.64;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2011;LF1;3042_00;Hay;5;2.47;467.107823475;62.85;90.4190711733334;988;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;3043_00;Hay;5;3.34;467.107823475;62.85;90.4190711733334;1336;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;3044_00;Hay;5;0.28;467.107823475;62.85;90.4190711733334;112;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;3045_00;Hay;5;1.46;467.107823475;62.85;90.4190711733334;584;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2011;LF1;307_00;Fodder;5;1.94;345.9;62.85;95.2906;1164;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2011;LF1;307_00;sMaize;16.78;1.94;2123.94025878;351.96;310.42999167712;2734.4688;872.56;1409.52;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2011;LF1;309_00;sMaize;16.63;5.79;2106.64525878;351.96;307.65499175152;8088.1668;864.76;1396.92;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2011;LF2;401_00;WheatW;7.34;1.41;1463.095223475;389.67;135.7406752;1686.9522;792.72;1196.42;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2011;LF2;4010_00;Hay;5;1.68;467.107823475;62.85;90.4190711733334;672;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4011_00;Fodder;7.5;4.62;518.85;62.85;142.9359;4158;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;4011_00;sMaize;15.25;4.62;1947.53125878;351.96;282.124992436;5918.22;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;4012_00;Fodder;7.5;1.38;518.85;62.85;142.9359;1242;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;4012_00;sMaize;15.25;1.38;1947.53125878;351.96;282.124992436;1767.78;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;4012_01;Fodder;7.5;1.29;518.85;62.85;142.9359;1161;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;4012_01;sMaize;15.25;1.29;1947.53125878;351.96;282.124992436;1652.49;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;4013_00;Hay;5;8.58;467.107823475;62.85;90.4190711733333;3432;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4013_01;Hay;5;0.5;467.107823475;62.85;90.4190711733334;200;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4014_00;WheatW;7.34;5.27;1463.095223475;389.67;135.7406752;6305.1334;792.72;1196.42;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2011;LF2;4015_00;Tritic;7.34;0.67;1902.320823475;377.1;132.6696192;565.547;550.5;844.1;99.92500675;0;0;3.136375
Complementarity scenario;2011;LF2;4016_00;Tritic;7.34;1.06;1902.320823475;377.1;132.6696192;894.746;550.5;844.1;99.92500675;0;0;3.136375
Complementarity scenario;2011;LF2;4018_00;Hay;5;1.87;467.107823475;62.85;90.4190711733334;748;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4019_00;Tritic;7.34;2.2;1902.320823475;377.1;132.6696192;1857.02;550.5;844.1;99.92500675;0;0;3.136375
Complementarity scenario;2011;LF2;402_00;WheatW;7.34;2.3;1463.095223475;389.67;135.7406752;2751.766;792.72;1196.42;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2011;LF2;4020_00;Hay;5;0.33;467.107823475;62.85;90.4190711733334;132;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4021_00;Hay;5;0.84;467.107823475;62.85;90.4190711733334;336;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4022_00;Hay;5;0.53;467.107823475;62.85;90.4190711733334;212;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4025_00;Fodder;7.5;5.25;518.85;62.85;142.9359;4725;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;4025_00;sMaize;15.25;5.25;1947.53125878;351.96;282.124992436;6725.25;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;4026_00;Fodder;7.5;1.27;518.85;62.85;142.9359;1143;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;4026_00;sMaize;15.25;1.27;1947.53125878;351.96;282.124992436;1626.87;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;4027_00;Hay;5;0.61;467.107823475;62.85;90.4190711733333;244;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4028_00;Hay;5;0.85;467.107823475;62.85;90.4190711733333;340;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4031_00;Hay;5;1.51;467.107823475;62.85;90.4190711733333;604;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4032_00;WheatW;7.34;5.07;1463.095223475;389.67;135.7406752;6065.8494;792.72;1196.42;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2011;LF2;4033_00;Hay;5;0.54;467.107823475;62.85;90.4190711733334;216;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4034_00;Lucern;3.82;2.64;696.185030499;62.85;70.6443296;1805.1792;446.94;683.78;25.5;25;67.5;0
Complementarity scenario;2011;LF2;4035_00;Tritic;7.34;1.61;1902.320823475;377.1;132.6696192;1359.001;550.5;844.1;99.92500675;0;0;3.136375
Complementarity scenario;2011;LF2;4036_00;Fodder;7.5;1.32;518.85;62.85;142.9359;1188;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;4036_00;sMaize;15.25;1.32;1947.53125878;351.96;282.124992436;1690.92;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;4037_00;Fodder;7.5;2.43;518.85;62.85;142.9359;2187;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;4037_00;gMaize;9.36;2.43;1984.066623475;351.96;174.271968;2024.2872;645.84;833.04;0;0;0;2.1
Complementarity scenario;2011;LF2;4038_00;Hay;5;3.1;467.107823475;62.85;90.4190711733334;1240;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4039_00;Hay;5;0.64;467.107823475;62.85;90.4190711733333;256;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;404_00;WheatW;7.34;4.83;1463.095223475;389.67;135.7406752;5778.7086;792.72;1196.42;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2011;LF2;405_00;WheatW;7.34;2.03;1463.095223475;389.67;135.7406752;2428.7326;792.72;1196.42;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2011;LF2;4050_00;Hay;5;0.56;467.107823475;62.85;90.4190711733334;224;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;4051_00;Hay;5;0.11;467.107823475;62.85;90.4190711733333;44;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2011;LF2;406_00;Fodder;7.5;3.99;518.85;62.85;142.9359;3591;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;406_00;sMaize;15.25;3.99;1947.53125878;351.96;282.124992436;5111.19;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;407_00;Fodder;7.5;9.46;518.85;62.85;142.9359;8514;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;407_00;sMaize;15.25;9.46;1947.53125878;351.96;282.124992436;12118.26;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;408_00;Fodder;7.5;5.94;518.85;62.85;142.9359;5346;791.25;900;0;0;0;NA
Complementarity scenario;2011;LF2;408_00;sMaize;15.25;5.94;1947.53125878;351.96;282.124992436;7609.14;793;1281;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2011;LF2;409_00;Mix_CerG;7.26;1.37;3108.060952865;62.85;131.2236288;1173.6516;544.5;856.68;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2012;AF1;101_00;OSR;5.2;2.18;2916.700225;384;150.992192;2289.872;660.4;1050.4;76;112.5;90;3.28333333333333
Complementarity scenario;2012;AF1;102_00;BarleyW;7;1.51;1834.081025;384;128.28144;1183.84;539;784;81.777788;0;0;2.725
Complementarity scenario;2012;AF1;103_00;BarleyW;7;5.65;1834.081025;384;128.28144;4429.6;539;784;81.777788;0;0;2.725
Complementarity scenario;2012;AF1;104_00;WheatW;7.5;4.36;1386.531025;396.8;138.6996;5330.1;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2012;AF1;104_01;WheatW;7.5;5.7;1386.531025;396.8;138.6996;6968.25;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2012;AF1;105_00;WheatW;7.5;0.82;1386.531025;396.8;138.6996;1002.45;810;1222.5;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Complementarity scenario;2012;AF1;106_00;WheatW;7.5;1.8;1386.531025;396.8;138.6996;2200.5;810;1222.5;114.138894;0;0;3.0255
Complementarity scenario;2012;AF1;1060_00;Lupin;4;0.72;1547.813435;272.64;84.68416;1091.52;948;1516;0;0;0;4.4705
Complementarity scenario;2012;AF1;1061_00;WheatW;7.5;0.09;1386.531025;396.8;138.6996;110.025;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2012;AF1;107_00;WheatW;7.5;2.83;1386.531025;396.8;138.6996;3459.675;810;1222.5;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Complementarity scenario;2012;AF1;108_00;WheatW;7.5;1.69;1386.531025;396.8;138.6996;2066.025;810;1222.5;134.5357455;0;0;3.75
Complementarity scenario;2012;AF1;109_00;WheatW;7.5;15.51;1386.531025;396.8;138.6996;18960.975;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2012;AF2;201_00;Hay;5;9.75;481.781025;64;90.4190711733334;3900;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2010_00;Hay;5;2.53;481.781025;64;90.4190711733333;1012;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2011_00;gMaize;2.26;2.93;684.891325;358.4;42.078488;589.3402;155.94;201.14;222.4915;249.745;194.175;1.79683333333333
Complementarity scenario;2012;AF2;2012_00;gMaize;2.26;5.59;684.891325;358.4;42.078488;1124.3726;155.94;201.14;222.4915;249.745;194.175;1.79683333333333
Complementarity scenario;2012;AF2;2013_00;gMaize;2.26;6.22;684.891325;358.4;42.078488;1251.0908;155.94;201.14;222.4915;249.745;194.175;1.79683333333333
Complementarity scenario;2012;AF2;2014_00;gMaize;6.26;8.08;1469.511325;358.4;116.553688;4501.6912;431.94;557.14;222.4915;249.745;194.175;1.79683333333333
Complementarity scenario;2012;AF2;2015_00;Hay;5;4.79;481.781025;64;90.4190711733333;1916;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2016_00;Hay;5;4.75;481.781025;64;90.4190711733333;1900;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2017_00;Hay;5;3.64;481.781025;64;90.4190711733333;1456;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2018_00;Hay;5;8.16;481.781025;64;90.4190711733333;3264;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2019_00;gMaize;2.26;5.94;684.891325;358.4;42.078488;1194.7716;155.94;201.14;156.2895;163.685;129.483;2.7164
Complementarity scenario;2012;AF2;202_00;Hay;5;2.34;481.781025;64;90.4190711733334;936;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2020_00;Hay;5;2.28;481.781025;64;90.4190711733333;912;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2021_00;WheatW;7.36;10.64;1365.158625;396.8;136.1105408;12764.5952;794.88;1199.68;190.81569592;137.408788;112.425372;4.706
Complementarity scenario;2012;AF2;2022_00;Hay;5;1.54;481.781025;64;90.4190711733333;616;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2023_00;Hay;5;3.42;481.781025;64;90.4190711733334;1368;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2025_00;gMaize;6.26;6.6;1469.511325;358.4;116.553688;3677.124;431.94;557.14;156.2895;163.685;129.483;2.7164
Complementarity scenario;2012;AF2;2026_00;Hay;5;2.21;481.781025;64;90.4190711733334;884;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;203_00;Hay;5;1.51;481.781025;64;90.4190711733333;604;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;2030_00;Hay;5;5.41;481.781025;64;90.4190711733333;2164;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;204_00;gMaize;2.26;2.65;684.891325;358.4;42.078488;533.021;155.94;201.14;156.2895;163.685;129.483;2.7164
Complementarity scenario;2012;AF2;205_00;gMaize;2.26;9.64;684.891325;358.4;42.078488;1938.9896;155.94;201.14;156.2895;163.685;129.483;2.7164
Complementarity scenario;2012;AF2;206_00;WheatW;7.36;6.14;1365.158625;396.8;136.1105408;7366.0352;794.88;1199.68;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2012;AF2;207_00;Hay;5;1.27;481.781025;64;90.4190711733333;508;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;208_00;Hay;5;2.67;481.781025;64;90.4190711733334;1068;395;400;0;0;0;NA
Complementarity scenario;2012;AF2;209_00;Hay;5;0.5;481.781025;64;90.4190711733334;200;395;400;0;0;0;NA
Complementarity scenario;2012;AF3;501_00;WheatW;7.5;1.93;1386.531025;396.8;138.6996;2359.425;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;5010_00;WheatW;7.5;0.45;1386.531025;396.8;138.6996;550.125;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;5011_00;WheatW;7.5;5.88;1386.531025;396.8;138.6996;7188.3;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;5011_01;WheatW;7.5;0.83;1386.531025;396.8;138.6996;1014.675;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;5012_00;BarleyW;7;15.45;1834.081025;384;128.28144;12112.8;539;784;120.6;0;0;3.918
Complementarity scenario;2012;AF3;5013_00;Fodder;6.99;3.33;503.6994;64;133.2162588;2793.204;737.445;838.8;0;0;0;NA
Complementarity scenario;2012;AF3;5013_00;Gpea;4.98;3.33;2091.173435;128;91.0547184;3863.9322;732.06;1160.34;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2012;AF3;5014_00;WheatW;7.5;0.48;1386.531025;396.8;138.6996;586.8;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;502_00;WheatW;7.5;8.49;1386.531025;396.8;138.6996;10379.025;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;503_00;WheatW;7.5;4.68;1386.531025;396.8;138.6996;5721.3;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;504_00;WheatW;7.5;1.09;1386.531025;396.8;138.6996;1332.525;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;505_00;Fodder;7;10.47;504.42;64;133.40684;8794.8;738.5;840;0;0;0;NA
Complementarity scenario;2012;AF3;505_00;Hemp;6.79;10.47;10888.688762;166.4;135.7967408;15995.5425;NA;1527.75;112.60045088;234;130;2.104
Complementarity scenario;2012;AF3;506_00;WheatW;7.5;1.95;1386.531025;396.8;138.6996;2383.875;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;507_00;WheatW;7.5;4.14;1386.531025;396.8;138.6996;5061.15;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;507_01;WheatW;7.5;7.11;1386.531025;396.8;138.6996;8691.975;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2012;AF3;508_00;Fodder;7;8.03;504.42;64;133.40684;6745.2;738.5;840;0;0;0;NA
Complementarity scenario;2012;AF3;508_00;Hemp;6.79;8.03;10888.688762;166.4;135.7967408;12267.8325;NA;1527.75;112.60045088;234;130;2.104
Complementarity scenario;2012;AF3;509_00;Fodder;7;2.21;504.42;64;133.40684;1856.4;738.5;840;0;0;0;NA
Complementarity scenario;2012;AF3;509_00;Gpea;4.98;2.21;2091.173435;128;91.0547184;2564.3514;732.06;1160.34;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2012;AF4;601_00;WheatW;7.5;4.03;1386.531025;396.8;138.6996;4926.675;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;6010_00;Hay;5;1.43;481.781025;64;90.4190711733333;572;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6011_00;Hay;5;2.05;481.781025;64;90.4190711733334;820;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6012_00;Hay;5;1.42;481.781025;64;90.4190711733334;568;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6013_00;Hay;5;1.67;481.781025;64;90.4190711733334;668;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6014_00;Hay;5;2.49;481.781025;64;90.4190711733334;996;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6015_00;Mix_CerG;7.5;2.21;3537.713435;64;135.5616;1955.85;562.5;885;28.014522;26.565495;79.696485;0.919
Complementarity scenario;2012;AF4;6016_00;Hay;5;1.47;481.781025;64;90.4190711733333;588;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6017_00;Mix_CerG;7.5;5.44;3537.713435;64;135.5616;4814.4;562.5;885;28.014522;26.565495;79.696485;0.919
Complementarity scenario;2012;AF4;6018_00;WheatW;7.5;3;1386.531025;396.8;138.6996;3667.5;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;6019_00;Hay;5;5.39;481.781025;64;90.4190711733334;2156;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;602_00;Hay;5;1.34;481.781025;64;90.4190711733333;536;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6020_00;Hay;5;2.55;481.781025;64;90.4190711733334;1020;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6021_00;WheatW;7.5;8.06;1386.531025;396.8;138.6996;9853.35;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;60221_00;WheatW;7.5;1.34;1386.531025;396.8;138.6996;1638.15;810;1222.5;135.922068857143;0;0;4.03028571428571
Complementarity scenario;2012;AF4;60222_00;WheatW;7.5;1.34;1386.531025;396.8;138.6996;1638.15;810;1222.5;135.922068857143;0;0;4.03028571428571
Complementarity scenario;2012;AF4;6023_00;WheatW;7.5;5.68;1386.531025;396.8;138.6996;6943.8;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;6024_00;Hay;5;2.78;481.781025;64;90.4190711733333;1112;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6025_00;WheatW;7.5;9.15;1386.531025;396.8;138.6996;11185.875;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;6026_00;WheatW;7.5;5.57;1386.531025;396.8;138.6996;6809.325;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;6027_00;WheatW;7.5;1.93;1386.531025;396.8;138.6996;2359.425;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;603_00;WheatW;7.5;3.44;1386.531025;396.8;138.6996;4205.4;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;604_00;WheatW;7.5;6.16;1386.531025;396.8;138.6996;7530.6;810;1222.5;106.255032;0;0;4.557
Complementarity scenario;2012;AF4;605_00;WheatW;7.5;2.47;1386.531025;396.8;138.6996;3019.575;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;606_00;Hay;5;5.21;481.781025;64;90.4190711733334;2084;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;607_00;Hay;5;1.13;481.781025;64;90.4190711733333;452;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;608_00;WheatW;7.29;1.99;1354.472425;396.8;134.8160112;2364.6573;787.32;1188.27;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;609_00;WheatW;7.29;3.3;1354.472425;396.8;134.8160112;3921.291;787.32;1188.27;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2012;AF4;6098_00;Hay;5;1.01;481.781025;64;90.4190711733333;404;395;400;0;0;0;NA
Complementarity scenario;2012;AF4;6099_00;Hay;5;1.65;481.781025;64;90.4190711733334;660;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;801_00;Hay;5;2.25;481.781025;64;90.4190711733333;900;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8011_00;WheatW;7.3;1.44;1355.999025;396.8;135.000944;1713.456;788.4;1189.9;149.33959;38.83439;19.417195;17.4346
Complementarity scenario;2012;AF5;8012_00;WheatW;7.3;5.97;1355.999025;396.8;135.000944;7103.703;788.4;1189.9;190.8355376;28.917;14.4585;12.27482
Complementarity scenario;2012;AF5;8014_00;Hay;5;1.86;481.781025;64;90.4190711733334;744;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8016_00;Tritic;7.3;1.46;2089.327825;384;131.946624;1225.67;547.5;839.5;164.872096;49.00896;24.50448;16.2662666666667
Complementarity scenario;2012;AF5;8017_00;WheatW;7.3;8.92;1355.999025;396.8;135.000944;10613.908;788.4;1189.9;190.8355376;28.917;14.4585;12.27482
Complementarity scenario;2012;AF5;8018_00;WheatW;7.2;6.6;1340.733025;396.8;133.151616;7745.76;777.6;1173.6;185.330373714286;36.26304;18.13152;11.1373714285714
Complementarity scenario;2012;AF5;8019_00;Tritic;7.27;4.4;2081.734345;384;131.4043776;3678.62;545.25;836.05;164.872096;49.00896;24.50448;16.2662666666667
Complementarity scenario;2012;AF5;802_00;Hay;5;1.69;481.781025;64;90.4190711733333;676;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8020_00;Tritic;7.27;8.72;2081.734345;384;131.4043776;7290.356;545.25;836.05;164.872096;49.00896;24.50448;16.2662666666667
Complementarity scenario;2012;AF5;8021_00;Fodder;6.86;8.45;494.3316;64;130.7387032;6956.04;723.73;823.2;0;0;0;NA
Complementarity scenario;2012;AF5;8022_00;Hay;5;6.2;481.781025;64;90.4190711733334;2480;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8023_00;Hay;5;3.81;481.781025;64;90.4190711733334;1524;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8024_00;Tritic;7.27;4.38;2081.734345;384;131.4043776;3661.899;545.25;836.05;164.872096;49.00896;24.50448;16.2662666666667
Complementarity scenario;2012;AF5;8025_00;Hay;5;1.04;481.781025;64;90.4190711733333;416;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8026_00;WheatW;7.27;5.29;1351.419225;396.8;134.4461456;6268.7029;785.16;1185.01;190.8355376;28.917;14.4585;12.27482
Complementarity scenario;2012;AF5;8027_00;Tritic;7.5;4.71;2139.951025;384;135.5616;4062.375;562.5;862.5;151.4;39.9;19.95;7.37
Complementarity scenario;2012;AF5;8028_00;WheatW;7.5;3.26;1386.531025;396.8;138.6996;3985.35;810;1222.5;149.33959;38.83439;19.417195;17.4346
Complementarity scenario;2012;AF5;8029_00;FavaB;4;7.22;1547.813435;128;74.80992;8981.68;792;1244;0;0;0;7.15327858156028
Complementarity scenario;2012;AF5;803_00;WheatW;7.23;5.96;1345.312825;396.8;133.7064144;7023.8004;780.84;1178.49;185.330373714286;36.26304;18.13152;11.1373714285714
Complementarity scenario;2012;AF5;8030_00;Fodder;6.94;3.96;500.0964;64;132.2633528;3297.888;732.17;832.8;0;0;0;NA
Complementarity scenario;2012;AF5;8030_00;Hemp;4.56;3.96;7414.136912;166.4;91.1978112;4062.96;NA;1026;86.7202688;49.14;24.57;2.6564
Complementarity scenario;2012;AF5;8031_00;FavaB;4;3.92;1547.813435;128;74.80992;4876.48;792;1244;0;0;0;7.15327858156028
Complementarity scenario;2012;AF5;8032_00;WheatW;7.5;7.12;1386.531025;396.8;138.6996;8704.2;810;1222.5;190.8355376;28.917;14.4585;12.27482
Complementarity scenario;2012;AF5;8033_00;Hay;5;1.37;481.781025;64;90.4190711733334;548;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;8034_00;Hay;5;2.53;481.781025;64;90.4190711733333;1012;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;804_00;Hay;5;0.31;481.781025;64;90.4190711733334;124;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;804_01;Hay;5;2.07;481.781025;64;90.4190711733333;828;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;806_00;Hay;5;6.17;481.781025;64;90.4190711733333;2468;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;807_00;FavaB;3.92;3.02;1523.621435;128;73.3137216;3681.7424;776.16;1219.12;0;0;0;7.15327858156028
Complementarity scenario;2012;AF5;808_00;Hay;5;2.21;481.781025;64;90.4190711733334;884;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;808_01;Hay;5;1.2;481.781025;64;90.4190711733334;480;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;809_00;Hay;5;0.05;481.781025;64;90.4190711733333;20;395;400;0;0;0;NA
Complementarity scenario;2012;AF5;809_01;Hay;5;0.41;481.781025;64;90.4190711733333;164;395;400;0;0;0;NA
